,point,Building,Equipment_Type,Sensor_Type
59362,VM3A.CHW.BLDGDP,VM3A,CHW,BLDGDP
59363,VM3A.CHW.BLDGDPO,VM3A,CHW,BLDGDPO
59364,VM3A.CHW.BLDGDPS,VM3A,CHW,BLDGDPS
59365,VM3A.CHW.BRIDGEO,VM3A,CHW,BRIDGEO
59366,VM3A.CHW.BTONS,VM3A,CHW,BTONS
59367,VM3A.CHW.BTUMETER_DELTA TEMP,VM3A,CHW,BTUMETER_DELTA TEMP
59368,VM3A.CHW.BTUMETER_ENERGY RATE,VM3A,CHW,BTUMETER_ENERGY RATE
59369,VM3A.CHW.BTUMETER_VOLUME RATE,VM3A,CHW,BTUMETER_VOLUME RATE
59370,VM3A.CHW.Building Chilled Water Flow,VM3A,CHW,Building Chilled Water Flow
59371,VM3A.CHW.Building Chilled Water Return Temp,VM3A,CHW,Building Chilled Water Return Temp
59372,VM3A.CHW.Building Chilled Water Supply Temp,VM3A,CHW,Building Chilled Water Supply Temp
59373,VM3A.CHW.Building Chilled Water Supply Temp Sp,VM3A,CHW,Building Chilled Water Supply Temp Sp
59374,VM3A.CHW.CCO,VM3A,CHW,CCO
59375,VM3A.CHW.CCO OPEN ENABLE,VM3A,CHW,CCO OPEN ENABLE
59376,VM3A.CHW.ECONOMIZERO,VM3A,CHW,ECONOMIZERO
59377,VM3A.CHW.ENABLE,VM3A,CHW,ENABLE
59378,VM3A.CHW.EOLDP LAB,VM3A,CHW,EOLDP LAB
59379,VM3A.CHW.EOLDP TWR,VM3A,CHW,EOLDP TWR
59380,VM3A.CHW.EOLDPS LAB,VM3A,CHW,EOLDPS LAB
59381,VM3A.CHW.EOLDPS TWR,VM3A,CHW,EOLDPS TWR
59382,VM3A.CHW.Loop Chilled Water Flow,VM3A,CHW,Loop Chilled Water Flow
59383,VM3A.CHW.Loop Chilled Water Return Temp,VM3A,CHW,Loop Chilled Water Return Temp
59384,VM3A.CHW.Loop Chilled Water Supply Temp,VM3A,CHW,Loop Chilled Water Supply Temp
59385,VM3A.CHW.LTONS,VM3A,CHW,LTONS
59386,VM3A.CHW.MEC05FCUCCO,VM3A,CHW,MEC05FCUCCO
59387,VM3A.CHW.MEC07FCUCCO,VM3A,CHW,MEC07FCUCCO
59388,VM3A.CHW.MEC11FCUCCO,VM3A,CHW,MEC11FCUCCO
59389,VM3A.CHW.OA ENABLE,VM3A,CHW,OA ENABLE
59390,VM3A.CHW.OA GT CHWSP ENABLE,VM3A,CHW,OA GT CHWSP ENABLE
59391,VM3A.CHW.Outside Air Temp,VM3A,CHW,Outside Air Temp
59392,VM3A.CHW.Pump3_SPEED,VM3A,CHW,Pump3_SPEED
59393,VM3A.CHW.Pump3_SPEEDO,VM3A,CHW,Pump3_SPEEDO
59394,VM3A.CHW.Pump3_Start/Stop,VM3A,CHW,Pump3_Start/Stop
59395,VM3A.CHW.Pump4_SPEED,VM3A,CHW,Pump4_SPEED
59396,VM3A.CHW.Pump4_SPEEDO,VM3A,CHW,Pump4_SPEEDO
59397,VM3A.CHW.Pump4_Start/Stop,VM3A,CHW,Pump4_Start/Stop
59398,VM3A.CHW.Pump3__4 KW,VM3A,CHW,Pump3__4 KW
59399,VM3A.CHW.PUMPENABLE,VM3A,CHW,PUMPENABLE
62877,VM3B.CHW.ENABLE,VM3B,CHW,ENABLE
63202,VMEP.CHW.1ST STAGE,VMEP,CHW,1ST STAGE
63203,VMEP.CHW.2ND STAGE,VMEP,CHW,2ND STAGE
63204,VMEP.CHW.BAVGFLOW,VMEP,CHW,BAVGFLOW
63205,VMEP.CHW.BCHWDT,VMEP,CHW,BCHWDT
63206,VMEP.CHW.BCHWSO,VMEP,CHW,BCHWSO
63207,VMEP.CHW.BCHWUSAGE,VMEP,CHW,BCHWUSAGE
63208,VMEP.CHW.BLDGDP,VMEP,CHW,BLDGDP
63209,VMEP.CHW.BLDGDPAVG,VMEP,CHW,BLDGDPAVG
63210,VMEP.CHW.BLDGDPO,VMEP,CHW,BLDGDPO
63211,VMEP.CHW.BLDGDPS,VMEP,CHW,BLDGDPS
63212,VMEP.CHW.BLDGDPS HI,VMEP,CHW,BLDGDPS HI
63213,VMEP.CHW.BLDGDPS LO,VMEP,CHW,BLDGDPS LO
63214,VMEP.CHW.BRIDGEO,VMEP,CHW,BRIDGEO
63215,VMEP.CHW.BTONS,VMEP,CHW,BTONS
63216,VMEP.CHW.Building Chilled Water Flow,VMEP,CHW,Building Chilled Water Flow
63217,VMEP.CHW.Building Chilled Water Return Temp,VMEP,CHW,Building Chilled Water Return Temp
63218,VMEP.CHW.Building Chilled Water Supply Temp,VMEP,CHW,Building Chilled Water Supply Temp
63219,VMEP.CHW.Building Chilled Water Supply Temp Sp,VMEP,CHW,Building Chilled Water Supply Temp Sp
63220,VMEP.CHW.CCO,VMEP,CHW,CCO
63221,VMEP.CHW.CCO ENABLE,VMEP,CHW,CCO ENABLE
63222,VMEP.CHW.CCO HI,VMEP,CHW,CCO HI
63223,VMEP.CHW.CCO LO,VMEP,CHW,CCO LO
63224,VMEP.CHW.Pump1_SPEED,VMEP,CHW,Pump1_SPEED
63225,VMEP.CHW.Pump1_SPEEDO,VMEP,CHW,Pump1_SPEEDO
63226,VMEP.CHW.Pump1_Start/Stop,VMEP,CHW,Pump1_Start/Stop
63227,VMEP.CHW.ECONOMIZERO,VMEP,CHW,ECONOMIZERO
63228,VMEP.CHW.ENABLE,VMEP,CHW,ENABLE
63229,VMEP.CHW.LAVGFLOW,VMEP,CHW,LAVGFLOW
63230,VMEP.CHW.LCHWDT,VMEP,CHW,LCHWDT
63231,VMEP.CHW.LCHWUSAGE,VMEP,CHW,LCHWUSAGE
63232,VMEP.CHW.LFLOW,VMEP,CHW,LFLOW
63233,VMEP.CHW.Loop Chilled Water Return Temp,VMEP,CHW,Loop Chilled Water Return Temp
63234,VMEP.CHW.Loop Chilled Water Supply Temp,VMEP,CHW,Loop Chilled Water Supply Temp
63235,VMEP.CHW.LTONS,VMEP,CHW,LTONS
63236,VMEP.CHW.OA ENABLE,VMEP,CHW,OA ENABLE
63802,VMIF.CHW.1ST STAGE,VMIF,CHW,1ST STAGE
63803,VMIF.CHW.2ND STAGE,VMIF,CHW,2ND STAGE
63804,VMIF.CHW.3RD STAGE,VMIF,CHW,3RD STAGE
63805,VMIF.CHW.AHUCCO,VMIF,CHW,AHUCCO
63806,VMIF.CHW.BAVGFLOW,VMIF,CHW,BAVGFLOW
63807,VMIF.CHW.BCHWDT,VMIF,CHW,BCHWDT
63808,VMIF.CHW.BCHWSO,VMIF,CHW,BCHWSO
63809,VMIF.CHW.BCHWUSAGE,VMIF,CHW,BCHWUSAGE
63810,VMIF.CHW.BLDGDP,VMIF,CHW,BLDGDP
63811,VMIF.CHW.BLDGDPAVG,VMIF,CHW,BLDGDPAVG
63812,VMIF.CHW.BLDGDPO,VMIF,CHW,BLDGDPO
63813,VMIF.CHW.BLDGDPSP,VMIF,CHW,BLDGDPSP
63815,VMIF.CHW.BRIDGE,VMIF,CHW,BRIDGE
63816,VMIF.CHW.BRIDGEO,VMIF,CHW,BRIDGEO
63817,VMIF.CHW.BTONS,VMIF,CHW,BTONS
63818,VMIF.CHW.BTUMETER_DELTA TEMP,VMIF,CHW,BTUMETER_DELTA TEMP
63819,VMIF.CHW.BTUMETER_ENERGY RATE,VMIF,CHW,BTUMETER_ENERGY RATE
63820,VMIF.CHW.BTUMETER_OPRATINGMODE,VMIF,CHW,BTUMETER_OPRATINGMODE
63821,VMIF.CHW.BTUMETER_RETURNTEMP,VMIF,CHW,BTUMETER_RETURNTEMP
63822,VMIF.CHW.BTUMETER_SUPPLYTEMP,VMIF,CHW,BTUMETER_SUPPLYTEMP
63823,VMIF.CHW.BTUMETER_VOLUME RATE,VMIF,CHW,BTUMETER_VOLUME RATE
63824,VMIF.CHW.BTUS,VMIF,CHW,BTUS
63825,VMIF.CHW.Building Chilled Water Flow,VMIF,CHW,Building Chilled Water Flow
63826,VMIF.CHW.Building Chilled Water Return Temp,VMIF,CHW,Building Chilled Water Return Temp
63827,VMIF.CHW.Building Chilled Water Supply Temp,VMIF,CHW,Building Chilled Water Supply Temp
63828,VMIF.CHW.Building Chilled Water Supply Temp Sp,VMIF,CHW,Building Chilled Water Supply Temp Sp
63829,VMIF.CHW.CCO,VMIF,CHW,CCO
63830,VMIF.CHW.CCO ENABLE,VMIF,CHW,CCO ENABLE
63836,VMIF.CHW.ECONOMIZER,VMIF,CHW,ECONOMIZER
63837,VMIF.CHW.ECONOMIZERO,VMIF,CHW,ECONOMIZERO
63838,VMIF.CHW.ENABLE,VMIF,CHW,ENABLE
63839,VMIF.CHW.EOLDP,VMIF,CHW,EOLDP
63840,VMIF.CHW.EOLDPAVG,VMIF,CHW,EOLDPAVG
63841,VMIF.CHW.EOLDPO,VMIF,CHW,EOLDPO
63842,VMIF.CHW.EOLDPSP,VMIF,CHW,EOLDPSP
63843,VMIF.CHW.LAVGFLOW,VMIF,CHW,LAVGFLOW
63844,VMIF.CHW.LCHWDT,VMIF,CHW,LCHWDT
63845,VMIF.CHW.LCHWUSAGE,VMIF,CHW,LCHWUSAGE
63846,VMIF.CHW.Loop Chilled Water Flow,VMIF,CHW,Loop Chilled Water Flow
63847,VMIF.CHW.Loop Chilled Water Return Temp,VMIF,CHW,Loop Chilled Water Return Temp
63848,VMIF.CHW.Loop Chilled Water Supply Temp,VMIF,CHW,Loop Chilled Water Supply Temp
63849,VMIF.CHW.LTONS,VMIF,CHW,LTONS
63850,VMIF.CHW.OA DISABLESP,VMIF,CHW,OA DISABLESP
63851,VMIF.CHW.OA ENABLE,VMIF,CHW,OA ENABLE
63852,VMIF.CHW.OA ENABLESP,VMIF,CHW,OA ENABLESP
63853,VMIF.CHW.OA HIGH,VMIF,CHW,OA HIGH
63854,VMIF.CHW.OA LOW,VMIF,CHW,OA LOW
63855,VMIF.CHW.Outside Air Temp,VMIF,CHW,Outside Air Temp
63856,VMIF.CHW.Pump1_HOA,VMIF,CHW,Pump1_HOA
63857,VMIF.CHW.Pump2_HOA,VMIF,CHW,Pump2_HOA
63858,VMIF.CHW.Pump3_ON,VMIF,CHW,Pump3_ON
63859,VMIF.CHW.Pump3_SPEED,VMIF,CHW,Pump3_SPEED
63860,VMIF.CHW.Pump3_SPEEDO,VMIF,CHW,Pump3_SPEEDO
63861,VMIF.CHW.Pump3_Start/Stop,VMIF,CHW,Pump3_Start/Stop
63862,VMIF.CHW.Pump3_VFD Power,VMIF,CHW,Pump3_VFD Power
63863,VMIF.CHW.Pump4_ON,VMIF,CHW,Pump4_ON
63864,VMIF.CHW.Pump4_SPEED,VMIF,CHW,Pump4_SPEED
63865,VMIF.CHW.Pump4_SPEEDO,VMIF,CHW,Pump4_SPEEDO
63866,VMIF.CHW.Pump4_Start/Stop,VMIF,CHW,Pump4_Start/Stop
63867,VMIF.CHW.Pump4_VFD Power,VMIF,CHW,Pump4_VFD Power
63868,VMIF.CHW.SEQUENCE,VMIF,CHW,SEQUENCE
63869,VMIF.CHW.SP HIGH,VMIF,CHW,SP HIGH
63870,VMIF.CHW.SP LOW,VMIF,CHW,SP LOW
64172,VMLF.CHW.BCHWSP,VMLF,CHW,BCHWSP
64176,VMLF.CHW.Building Chilled Water Flow,VMLF,CHW,Building Chilled Water Flow
64177,VMLF.CHW.Building Chilled Water Return Temp,VMLF,CHW,Building Chilled Water Return Temp
64178,VMLF.CHW.Building Chilled Water Return Temp Sp,VMLF,CHW,Building Chilled Water Return Temp Sp
64179,VMLF.CHW.Building Chilled Water Supply Temp,VMLF,CHW,Building Chilled Water Supply Temp
64180,VMLF.CHW.Building Chilled Water Supply Temp Sp,VMLF,CHW,Building Chilled Water Supply Temp Sp
64181,VMLF.CHW.CHWRDIFSP,VMLF,CHW,CHWRDIFSP
64182,VMLF.CHW.CHWRSIG,VMLF,CHW,CHWRSIG
64183,VMLF.CHW.DPREF,VMLF,CHW,DPREF
64186,VMLF.CHW.EOLDPSP,VMLF,CHW,EOLDPSP
64187,VMLF.CHW.Loop Chilled Water Flow,VMLF,CHW,Loop Chilled Water Flow
64188,VMLF.CHW.Loop Chilled Water Return Pressure,VMLF,CHW,Loop Chilled Water Return Pressure
64189,VMLF.CHW.Loop Chilled Water Return Temp,VMLF,CHW,Loop Chilled Water Return Temp
64190,VMLF.CHW.Loop Chilled Water Supply Pressure,VMLF,CHW,Loop Chilled Water Supply Pressure
64191,VMLF.CHW.Loop Chilled Water Supply Temp,VMLF,CHW,Loop Chilled Water Supply Temp
64194,VMLF.CHW.OAR,VMLF,CHW,OAR
64195,VMLF.CHW.Outside Air Temp VirtHI,VMLF,CHW,Outside Air Temp VirtHI
64196,VMLF.CHW.Outside Air Temp VirtLO,VMLF,CHW,Outside Air Temp VirtLO
64202,VMLF.CHW.RDPSTPT,VMLF,CHW,RDPSTPT
64204,VMLF.CHW.SSP,VMLF,CHW,SSP
64205,VMLF.CHW.SVO,VMLF,CHW,SVO
64442,VMTH.CHW.BARNFLOW,VMTH,CHW,BARNFLOW
64443,VMTH.CHW.BTONS,VMTH,CHW,BTONS
64444,VMTH.CHW.Building Chilled Water Flow,VMTH,CHW,Building Chilled Water Flow
64445,VMTH.CHW.Building Chilled Water Return Temp,VMTH,CHW,Building Chilled Water Return Temp
64446,VMTH.CHW.Building Chilled Water Return Temp Sp,VMTH,CHW,Building Chilled Water Return Temp Sp
64447,VMTH.CHW.Building Chilled Water Supply Temp,VMTH,CHW,Building Chilled Water Supply Temp
64448,VMTH.CHW.Building Chilled Water Supply Temp Sp,VMTH,CHW,Building Chilled Water Supply Temp Sp
64449,VMTH.CHW.BUILDINGDP,VMTH,CHW,BUILDINGDP
64450,VMTH.CHW.BYPCHWS,VMTH,CHW,BYPCHWS
64451,VMTH.CHW.BYPVALVE,VMTH,CHW,BYPVALVE
64452,VMTH.CHW.CHWP,VMTH,CHW,CHWP
64453,VMTH.CHW.CHWP1,VMTH,CHW,CHWP1
64454,VMTH.CHW.Pump1_SPEED,VMTH,CHW,Pump1_SPEED
64455,VMTH.CHW.Pump1_Start/Stop,VMTH,CHW,Pump1_Start/Stop
64456,VMTH.CHW.Pump2_SPEED,VMTH,CHW,Pump2_SPEED
64457,VMTH.CHW.Pump2_Start/Stop,VMTH,CHW,Pump2_Start/Stop
64458,VMTH.CHW.CONDTEMP,VMTH,CHW,CONDTEMP
64459,VMTH.CHW.ECONOMIZER,VMTH,CHW,ECONOMIZER
64460,VMTH.CHW.EOLDP,VMTH,CHW,EOLDP
64461,VMTH.CHW.EOLDPSP,VMTH,CHW,EOLDPSP
64462,VMTH.CHW.Loop Chilled Water Flow,VMTH,CHW,Loop Chilled Water Flow
64463,VMTH.CHW.Loop Chilled Water Return Temp,VMTH,CHW,Loop Chilled Water Return Temp
64464,VMTH.CHW.Loop Chilled Water Supply Temp,VMTH,CHW,Loop Chilled Water Supply Temp
64465,VMTH.CHW.LOOPDP,VMTH,CHW,LOOPDP
64466,VMTH.CHW.LRETPSI,VMTH,CHW,LRETPSI
64467,VMTH.CHW.LSUPPSI,VMTH,CHW,LSUPPSI
64468,VMTH.CHW.LTONS,VMTH,CHW,LTONS
64469,VMTH.CHW.ROOM TEMP,VMTH,CHW,ROOM TEMP
64470,VMTH.CHW.TONS,VMTH,CHW,TONS
64471,VMTH.CHW.VFDSPEEDSIG,VMTH,CHW,VFDSPEEDSIG
64886,VMTHB.CHW.Building Chilled Water Return Temp,VMTHB,CHW,Building Chilled Water Return Temp
64887,VMTHB.CHW.Building Chilled Water Supply Temp,VMTHB,CHW,Building Chilled Water Supply Temp
64888,VMTHB.CHW.Loop Chilled Water Supply Temp,VMTHB,CHW,Loop Chilled Water Supply Temp
64889,VMTHB.CHW.Pump1_Start/Stop,VMTHB,CHW,Pump1_Start/Stop
64953,VMTHC.CHW.Building Chilled Water Return Temp,VMTHC,CHW,Building Chilled Water Return Temp
64954,VMTHC.CHW.Building Chilled Water Supply Temp,VMTHC,CHW,Building Chilled Water Supply Temp
64955,VMTHC.CHW.Loop Chilled Water Supply Temp,VMTHC,CHW,Loop Chilled Water Supply Temp
64956,VMTHC.CHW.Pump1_Start/Stop,VMTHC,CHW,Pump1_Start/Stop
65473,WICK.CHW.1ST STAGE,WICK,CHW,1ST STAGE
65474,WICK.CHW.2ND STAGE,WICK,CHW,2ND STAGE
65479,WICK.CHW.BUILD DP,WICK,CHW,BUILD DP
65482,WICK.CHW.Building Chilled Water Return Temp,WICK,CHW,Building Chilled Water Return Temp
65483,WICK.CHW.Building Chilled Water Return Temp Sp,WICK,CHW,Building Chilled Water Return Temp Sp
65484,WICK.CHW.Building Chilled Water Supply Temp,WICK,CHW,Building Chilled Water Supply Temp
65485,WICK.CHW.Building Chilled Water Supply Temp Sp,WICK,CHW,Building Chilled Water Supply Temp Sp
65486,WICK.CHW.BYP  VALVE,WICK,CHW,BYP  VALVE
65487,WICK.CHW.BYP VALVE,WICK,CHW,BYP VALVE
65488,WICK.CHW.CHWP1,WICK,CHW,CHWP1
65489,WICK.CHW.CHWP2,WICK,CHW,CHWP2
65490,WICK.CHW.ECONOMIZER VALVE,WICK,CHW,ECONOMIZER VALVE
65491,WICK.CHW.Loop Chilled Water Flow,WICK,CHW,Loop Chilled Water Flow
65492,WICK.CHW.Loop Chilled Water Supply Temp,WICK,CHW,Loop Chilled Water Supply Temp
65493,WICK.CHW.LOOP FLOW PERCENT,WICK,CHW,LOOP FLOW PERCENT
65495,WICK.CHW.LOOP MAXFLOW,WICK,CHW,LOOP MAXFLOW
65898,WSRC.CHW.1ST STAGE,WSRC,CHW,1ST STAGE
65899,WSRC.CHW.2ND STAGE,WSRC,CHW,2ND STAGE
65900,WSRC.CHW.BAVGFLOW,WSRC,CHW,BAVGFLOW
65901,WSRC.CHW.BCHWSO,WSRC,CHW,BCHWSO
65902,WSRC.CHW.BCHWUSAGE,WSRC,CHW,BCHWUSAGE
65903,WSRC.CHW.BRIDGE,WSRC,CHW,BRIDGE
65904,WSRC.CHW.BRIDGEO,WSRC,CHW,BRIDGEO
65905,WSRC.CHW.BRIDGEPOS,WSRC,CHW,BRIDGEPOS
65906,WSRC.CHW.BTONS,WSRC,CHW,BTONS
65907,WSRC.CHW.BTUMETER_DELTA TEMP,WSRC,CHW,BTUMETER_DELTA TEMP
65908,WSRC.CHW.BTUMETER_ENERGY RATE,WSRC,CHW,BTUMETER_ENERGY RATE
65909,WSRC.CHW.BTUMETER_RETURNTEMP,WSRC,CHW,BTUMETER_RETURNTEMP
65910,WSRC.CHW.BTUMETER_SUPPLYTEMP,WSRC,CHW,BTUMETER_SUPPLYTEMP
65911,WSRC.CHW.BTUMETER_VOLUME RATE,WSRC,CHW,BTUMETER_VOLUME RATE
65912,WSRC.CHW.Building Chilled Water Flow,WSRC,CHW,Building Chilled Water Flow
65913,WSRC.CHW.Building Chilled Water Return Temp,WSRC,CHW,Building Chilled Water Return Temp
65914,WSRC.CHW.Building Chilled Water Supply Temp,WSRC,CHW,Building Chilled Water Supply Temp
65915,WSRC.CHW.Building Chilled Water Supply Temp Sp,WSRC,CHW,Building Chilled Water Supply Temp Sp
65916,WSRC.CHW.Building Chilled Water Supply Temp Sp 2,WSRC,CHW,Building Chilled Water Supply Temp Sp 2
65917,WSRC.CHW.CAMPUSDP,WSRC,CHW,CAMPUSDP
65918,WSRC.CHW.CCHWRP,WSRC,CHW,CCHWRP
65919,WSRC.CHW.CCHWSP,WSRC,CHW,CCHWSP
65920,WSRC.CHW.CCO,WSRC,CHW,CCO
65921,WSRC.CHW.CCO ENABLE,WSRC,CHW,CCO ENABLE
65922,WSRC.CHW.Pump1_SPEED,WSRC,CHW,Pump1_SPEED
65923,WSRC.CHW.Pump1_SPEEDO,WSRC,CHW,Pump1_SPEEDO
65924,WSRC.CHW.Pump1_Start/Stop,WSRC,CHW,Pump1_Start/Stop
65925,WSRC.CHW.Pump3_SPEED,WSRC,CHW,Pump3_SPEED
65926,WSRC.CHW.Pump3_SPEEDO,WSRC,CHW,Pump3_SPEEDO
65927,WSRC.CHW.Pump3_Start/Stop,WSRC,CHW,Pump3_Start/Stop
65928,WSRC.CHW.ECONOMIZER,WSRC,CHW,ECONOMIZER
65929,WSRC.CHW.ECONOMIZERO,WSRC,CHW,ECONOMIZERO
65930,WSRC.CHW.ENABLE,WSRC,CHW,ENABLE
65931,WSRC.CHW.EOLDP,WSRC,CHW,EOLDP
65932,WSRC.CHW.EOLDPAVG,WSRC,CHW,EOLDPAVG
65933,WSRC.CHW.EOLDPO,WSRC,CHW,EOLDPO
65934,WSRC.CHW.EOLDPS,WSRC,CHW,EOLDPS
65935,WSRC.CHW.LAVGFLOW,WSRC,CHW,LAVGFLOW
65936,WSRC.CHW.LCHWDT,WSRC,CHW,LCHWDT
65937,WSRC.CHW.LCHWUSAGE,WSRC,CHW,LCHWUSAGE
65938,WSRC.CHW.Loop Chilled Water Flow,WSRC,CHW,Loop Chilled Water Flow
65939,WSRC.CHW.Loop Chilled Water Return Temp,WSRC,CHW,Loop Chilled Water Return Temp
65940,WSRC.CHW.Loop Chilled Water Supply Temp,WSRC,CHW,Loop Chilled Water Supply Temp
65941,WSRC.CHW.LTONS,WSRC,CHW,LTONS
65943,WSRC.CHW.OA ENABLE,WSRC,CHW,OA ENABLE
65944,WSRC.CHW.Outside Air Temp,WSRC,CHW,Outside Air Temp
66130,YOUNG.CHW.BRIDGE,YOUNG,CHW,BRIDGE
66131,YOUNG.CHW.Building Chilled Water Flow,YOUNG,CHW,Building Chilled Water Flow
66132,YOUNG.CHW.Building Chilled Water Return Temp,YOUNG,CHW,Building Chilled Water Return Temp
66133,YOUNG.CHW.Building Chilled Water Supply Temp,YOUNG,CHW,Building Chilled Water Supply Temp
66134,YOUNG.CHW.Building Chilled Water Supply Temp Sp,YOUNG,CHW,Building Chilled Water Supply Temp Sp
66135,YOUNG.CHW.ECONOMIZER,YOUNG,CHW,ECONOMIZER
66136,YOUNG.CHW.ENABLE,YOUNG,CHW,ENABLE
66137,YOUNG.CHW.EOLDP1,YOUNG,CHW,EOLDP1
66138,YOUNG.CHW.EOLDP1 SP,YOUNG,CHW,EOLDP1 SP
66139,YOUNG.CHW.EOLDP2,YOUNG,CHW,EOLDP2
66140,YOUNG.CHW.EOLDP2 SP,YOUNG,CHW,EOLDP2 SP
66141,YOUNG.CHW.Loop Chilled Water Return Temp,YOUNG,CHW,Loop Chilled Water Return Temp
66142,YOUNG.CHW.Loop Chilled Water Return Temp Sp,YOUNG,CHW,Loop Chilled Water Return Temp Sp
66143,YOUNG.CHW.Loop Chilled Water Supply Temp,YOUNG,CHW,Loop Chilled Water Supply Temp
66144,YOUNG.CHW.Loop Chilled Water Supply Temp Sp,YOUNG,CHW,Loop Chilled Water Supply Temp Sp
66145,YOUNG.CHW.LOOP DP,YOUNG,CHW,LOOP DP
66146,YOUNG.CHW.OA ENABLE,YOUNG,CHW,OA ENABLE
66147,YOUNG.CHW.Outside Air Temp,YOUNG,CHW,Outside Air Temp
66148,YOUNG.CHW.Pump1_SPEED SIG,YOUNG,CHW,Pump1_SPEED SIG
66149,YOUNG.CHW.Pump1_Start/Stop,YOUNG,CHW,Pump1_Start/Stop
66151,YOUNG.CHW.Pump2_SPEED SIG,YOUNG,CHW,Pump2_SPEED SIG
66152,YOUNG.CHW.Pump2_Start/Stop,YOUNG,CHW,Pump2_Start/Stop
66153,YOUNG.CHW.Pump2_SVB,YOUNG,CHW,Pump2_SVB
