,point,Building,Equipment_Type,Sensor_Type
24543,KERR.CHW.Building Chilled Water Flow,KERR,CHW,Building Chilled Water Flow
24544,KERR.CHW.Building Chilled Water Return Temp,KERR,CHW,Building Chilled Water Return Temp
24545,KERR.CHW.Building Chilled Water Supply Temp,KERR,CHW,Building Chilled Water Supply Temp
24546,KERR.CHW.Building Chilled Water Supply Temp Sp,KERR,CHW,Building Chilled Water Supply Temp Sp
24547,KERR.CHW.Pump3_FEEDBACK,KERR,CHW,Pump3_FEEDBACK
24548,KERR.CHW.Pump3_SPEED,KERR,CHW,Pump3_SPEED
24549,KERR.CHW.Pump3_Start/Stop,KERR,CHW,Pump3_Start/Stop
24550,KERR.CHW.Pump3_SUPPSI,KERR,CHW,Pump3_SUPPSI
24551,KERR.CHW.Pump4_Start/Stop,KERR,CHW,Pump4_Start/Stop
24552,KERR.CHW.ECONOMIZER,KERR,CHW,ECONOMIZER
24553,KERR.CHW.ENABLE,KERR,CHW,ENABLE
24554,KERR.CHW.EOLDP,KERR,CHW,EOLDP
24555,KERR.CHW.EOLDP SP,KERR,CHW,EOLDP SP
24556,KERR.CHW.LEADLAG,KERR,CHW,LEADLAG
24557,KERR.CHW.LFLOW,KERR,CHW,LFLOW
24558,KERR.CHW.Loop Chilled Water Return Temp,KERR,CHW,Loop Chilled Water Return Temp
24559,KERR.CHW.Loop Chilled Water Supply Temp,KERR,CHW,Loop Chilled Water Supply Temp
24560,KERR.CHW.LOOPDP,KERR,CHW,LOOPDP
24561,KERR.CHW.Outside Air Temp,KERR,CHW,Outside Air Temp
25611,KLEIBER.CHW.Building Chilled Water Return Temp,KLEIBER,CHW,Building Chilled Water Return Temp
25612,KLEIBER.CHW.Building Chilled Water Supply Temp,KLEIBER,CHW,Building Chilled Water Supply Temp
25613,KLEIBER.CHW.Loop Chilled Water Return Temp,KLEIBER,CHW,Loop Chilled Water Return Temp
25614,KLEIBER.CHW.Loop Chilled Water Supply Temp,KLEIBER,CHW,Loop Chilled Water Supply Temp
25831,LFH.CHW.BLDGDP,LFH,CHW,BLDGDP
25832,LFH.CHW.BRIDGE VLV,LFH,CHW,BRIDGE VLV
25833,LFH.CHW.BTONS,LFH,CHW,BTONS
25834,LFH.CHW.Building Chilled Water Flow,LFH,CHW,Building Chilled Water Flow
25835,LFH.CHW.Building Chilled Water Return Temp,LFH,CHW,Building Chilled Water Return Temp
25836,LFH.CHW.Building Chilled Water Supply Temp,LFH,CHW,Building Chilled Water Supply Temp
25837,LFH.CHW.Building Chilled Water Supply Temp Sp,LFH,CHW,Building Chilled Water Supply Temp Sp
25838,LFH.CHW.Pump1_VFD Power,LFH,CHW,Pump1_VFD Power
25839,LFH.CHW.Pump2_VFD Power,LFH,CHW,Pump2_VFD Power
25840,LFH.CHW.ECONOMIZER VLV,LFH,CHW,ECONOMIZER VLV
25841,LFH.CHW.ENABLE,LFH,CHW,ENABLE
25842,LFH.CHW.EOLDP,LFH,CHW,EOLDP
25843,LFH.CHW.EOLDP SP,LFH,CHW,EOLDP SP
25844,LFH.CHW.Loop Chilled Water Return Temp,LFH,CHW,Loop Chilled Water Return Temp
25845,LFH.CHW.Loop Chilled Water Supply Temp,LFH,CHW,Loop Chilled Water Supply Temp
25846,LFH.CHW.LOOP DP,LFH,CHW,LOOP DP
25847,LFH.CHW.LOOP DP 2,LFH,CHW,LOOP DP 2
25848,LFH.CHW.LOOP FLOW,LFH,CHW,LOOP FLOW
25849,LFH.CHW.OA ENABLE,LFH,CHW,OA ENABLE
25850,LFH.CHW.Outside Air Temp,LFH,CHW,Outside Air Temp
25851,LFH.CHW.Pump3_SPEED,LFH,CHW,Pump3_SPEED
25852,LFH.CHW.Pump3_Start/Stop,LFH,CHW,Pump3_Start/Stop
25853,LFH.CHW.Pump4_SPEED,LFH,CHW,Pump4_SPEED
25854,LFH.CHW.Pump4_Start/Stop,LFH,CHW,Pump4_Start/Stop
25855,LFH.CHW.TONS,LFH,CHW,TONS
26112,LSA.CHW.BRIDGE,LSA,CHW,BRIDGE
26113,LSA.CHW.BTONS,LSA,CHW,BTONS
26114,LSA.CHW.Building Chilled Water Flow,LSA,CHW,Building Chilled Water Flow
26115,LSA.CHW.Building Chilled Water Return Temp,LSA,CHW,Building Chilled Water Return Temp
26116,LSA.CHW.Building Chilled Water Return Temp Sp,LSA,CHW,Building Chilled Water Return Temp Sp
26117,LSA.CHW.Building Chilled Water Supply Temp,LSA,CHW,Building Chilled Water Supply Temp
26118,LSA.CHW.Building Chilled Water Supply Temp Sp,LSA,CHW,Building Chilled Water Supply Temp Sp
26119,LSA.CHW.Building Chilled Water Supply Temp Sp 2,LSA,CHW,Building Chilled Water Supply Temp Sp 2
26120,LSA.CHW.ECONOMIZER,LSA,CHW,ECONOMIZER
26121,LSA.CHW.ENABLE,LSA,CHW,ENABLE
26122,LSA.CHW.EOLDP 1,LSA,CHW,EOLDP 1
26123,LSA.CHW.EOLDP 2,LSA,CHW,EOLDP 2
26124,LSA.CHW.EOLDP SP,LSA,CHW,EOLDP SP
26125,LSA.CHW.LEADLAG,LSA,CHW,LEADLAG
26126,LSA.CHW.Loop Chilled Water Flow,LSA,CHW,Loop Chilled Water Flow
26127,LSA.CHW.Loop Chilled Water Return Temp,LSA,CHW,Loop Chilled Water Return Temp
26128,LSA.CHW.Loop Chilled Water Supply Temp,LSA,CHW,Loop Chilled Water Supply Temp
26129,LSA.CHW.Loop Chilled Water Supply Temp Sp,LSA,CHW,Loop Chilled Water Supply Temp Sp
26130,LSA.CHW.LTONS,LSA,CHW,LTONS
26131,LSA.CHW.OA ENABLE,LSA,CHW,OA ENABLE
26132,LSA.CHW.Outside Air Temp,LSA,CHW,Outside Air Temp
26133,LSA.CHW.Pump1_FAULT,LSA,CHW,Pump1_FAULT
26134,LSA.CHW.Pump1_SPEED,LSA,CHW,Pump1_SPEED
26135,LSA.CHW.Pump1_Start/Stop,LSA,CHW,Pump1_Start/Stop
26136,LSA.CHW.Pump2_SPEED,LSA,CHW,Pump2_SPEED
26137,LSA.CHW.Pump2_Start/Stop,LSA,CHW,Pump2_Start/Stop
26492,MADDY.CHW.BTONS,MADDY,CHW,BTONS
26493,MADDY.CHW.Building Chilled Water Flow,MADDY,CHW,Building Chilled Water Flow
26494,MADDY.CHW.Building Chilled Water Return Temp,MADDY,CHW,Building Chilled Water Return Temp
26495,MADDY.CHW.Building Chilled Water Return Temp 1,MADDY,CHW,Building Chilled Water Return Temp 1
26496,MADDY.CHW.Building Chilled Water Supply Temp,MADDY,CHW,Building Chilled Water Supply Temp
26497,MADDY.CHW.Building Chilled Water Supply Temp 1,MADDY,CHW,Building Chilled Water Supply Temp 1
26498,MADDY.CHW.Building Chilled Water Supply Temp Sp,MADDY,CHW,Building Chilled Water Supply Temp Sp
26499,MADDY.CHW.CHW STG 1,MADDY,CHW,CHW STG 1
26500,MADDY.CHW.CHW STG 2,MADDY,CHW,CHW STG 2
26501,MADDY.CHW.Pump1_PRES,MADDY,CHW,Pump1_PRES
26502,MADDY.CHW.Pump1_SPEED,MADDY,CHW,Pump1_SPEED
26503,MADDY.CHW.Pump1_Start/Stop,MADDY,CHW,Pump1_Start/Stop
26504,MADDY.CHW.Pump2_PRES,MADDY,CHW,Pump2_PRES
26505,MADDY.CHW.Pump2_SPEED,MADDY,CHW,Pump2_SPEED
26506,MADDY.CHW.Pump2_Start/Stop,MADDY,CHW,Pump2_Start/Stop
26507,MADDY.CHW.ECONOMIZER,MADDY,CHW,ECONOMIZER
26508,MADDY.CHW.ENABLE,MADDY,CHW,ENABLE
26509,MADDY.CHW.EOLDP SP,MADDY,CHW,EOLDP SP
26510,MADDY.CHW.Loop Chilled Water Flow,MADDY,CHW,Loop Chilled Water Flow
26511,MADDY.CHW.Loop Chilled Water Return Temp,MADDY,CHW,Loop Chilled Water Return Temp
26512,MADDY.CHW.Loop Chilled Water Supply Temp,MADDY,CHW,Loop Chilled Water Supply Temp
26513,MADDY.CHW.OA ENABLE,MADDY,CHW,OA ENABLE
26514,MADDY.CHW.Outside Air Temp,MADDY,CHW,Outside Air Temp
26515,MADDY.CHW.VLVCall,MADDY,CHW,VLVCall
27001,MALC.CHW.BLGDPSP,MALC,CHW,BLGDPSP
27002,MALC.CHW.BRIDGE,MALC,CHW,BRIDGE
27005,MALC.CHW.CHWPBYPAStart/Stop,MALC,CHW,CHWPBYPAStart/Stop
27006,MALC.CHW.CHWSSETPOINT,MALC,CHW,CHWSSETPOINT
27007,MALC.CHW.DP1STAGELOW,MALC,CHW,DP1STAGELOW
27008,MALC.CHW.ECONOMIZER,MALC,CHW,ECONOMIZER
27009,MALC.CHW.LCHWSP,MALC,CHW,LCHWSP
27010,MALC.CHW.Loop Chilled Water Return Temp,MALC,CHW,Loop Chilled Water Return Temp
27011,MALC.CHW.Loop Chilled Water Return TempP,MALC,CHW,Loop Chilled Water Return TempP
27012,MALC.CHW.Loop Chilled Water Supply Temp,MALC,CHW,Loop Chilled Water Supply Temp
27013,MALC.CHW.LOOPDP,MALC,CHW,LOOPDP
27014,MALC.CHW.LOOPFLOW,MALC,CHW,LOOPFLOW
27353,MANN.CHW.BTONS,MANN,CHW,BTONS
27354,MANN.CHW.Building Chilled Water Flow,MANN,CHW,Building Chilled Water Flow
27355,MANN.CHW.Building Chilled Water Return Temp,MANN,CHW,Building Chilled Water Return Temp
27356,MANN.CHW.Building Chilled Water Return Temp Sp,MANN,CHW,Building Chilled Water Return Temp Sp
27357,MANN.CHW.Building Chilled Water Supply Temp,MANN,CHW,Building Chilled Water Supply Temp
27358,MANN.CHW.Building Chilled Water Supply Temp Sp,MANN,CHW,Building Chilled Water Supply Temp Sp
27359,MANN.CHW.Pump1_SPEED,MANN,CHW,Pump1_SPEED
27360,MANN.CHW.Pump1_Start/Stop,MANN,CHW,Pump1_Start/Stop
27361,MANN.CHW.Pump2_SPEED,MANN,CHW,Pump2_SPEED
27362,MANN.CHW.Pump2_Start/Stop,MANN,CHW,Pump2_Start/Stop
27363,MANN.CHW.ENABLE,MANN,CHW,ENABLE
27364,MANN.CHW.EOLDP SP,MANN,CHW,EOLDP SP
27365,MANN.CHW.LFLOW,MANN,CHW,LFLOW
27366,MANN.CHW.Loop Chilled Water Return Temp,MANN,CHW,Loop Chilled Water Return Temp
27367,MANN.CHW.Loop Chilled Water Supply Temp,MANN,CHW,Loop Chilled Water Supply Temp
27368,MANN.CHW.LOOP FLOW,MANN,CHW,LOOP FLOW
27369,MANN.CHW.LOOP SUP PSI,MANN,CHW,LOOP SUP PSI
27370,MANN.CHW.LOOPDP,MANN,CHW,LOOPDP
27371,MANN.CHW.OA ENABLE,MANN,CHW,OA ENABLE
27372,MANN.CHW.Outside Air Temp,MANN,CHW,Outside Air Temp
27853,MATH.CHW.1ST STAGE,MATH,CHW,1ST STAGE
27854,MATH.CHW.2ND STAGE,MATH,CHW,2ND STAGE
27855,MATH.CHW.3RD STAGE,MATH,CHW,3RD STAGE
27856,MATH.CHW.BLDGDP,MATH,CHW,BLDGDP
27857,MATH.CHW.BOTHPUMPS,MATH,CHW,BOTHPUMPS
27858,MATH.CHW.BRIDGE,MATH,CHW,BRIDGE
27859,MATH.CHW.BRIDGEPOS,MATH,CHW,BRIDGEPOS
27860,MATH.CHW.BRIDGESIG,MATH,CHW,BRIDGESIG
27864,MATH.CHW.BTUMETER_OPRATINGMODE,MATH,CHW,BTUMETER_OPRATINGMODE
27865,MATH.CHW.Building Chilled Water Flow,MATH,CHW,Building Chilled Water Flow
27866,MATH.CHW.Building Chilled Water Return Temp,MATH,CHW,Building Chilled Water Return Temp
27867,MATH.CHW.Building Chilled Water Supply Temp,MATH,CHW,Building Chilled Water Supply Temp
27868,MATH.CHW.Call,MATH,CHW,Call
27869,MATH.CHW.CallFOR2NDSTAGE,MATH,CHW,CallFOR2NDSTAGE
27870,MATH.CHW.CAMPUSDP,MATH,CHW,CAMPUSDP
27871,MATH.CHW.CCHWRP,MATH,CHW,CCHWRP
27872,MATH.CHW.CCHWSP,MATH,CHW,CCHWSP
27873,MATH.CHW.CHWP,MATH,CHW,CHWP
27876,MATH.CHW.CHWP1,MATH,CHW,CHWP1
27877,MATH.CHW.Pump1_SPEED,MATH,CHW,Pump1_SPEED
27878,MATH.CHW.CHWP2,MATH,CHW,CHWP2
27879,MATH.CHW.Pump2_SPEED,MATH,CHW,Pump2_SPEED
27880,MATH.CHW.CHWRDIFSETPT,MATH,CHW,CHWRDIFSETPT
27881,MATH.CHW.CHWRSIG,MATH,CHW,CHWRSIG
27882,MATH.CHW.CHWSSETPT,MATH,CHW,CHWSSETPT
27883,MATH.CHW.DPSETPT,MATH,CHW,DPSETPT
27884,MATH.CHW.ECONOMIZER,MATH,CHW,ECONOMIZER
27885,MATH.CHW.ECONOSIG,MATH,CHW,ECONOSIG
27886,MATH.CHW.EOLDP,MATH,CHW,EOLDP
27887,MATH.CHW.Loop Chilled Water Flow,MATH,CHW,Loop Chilled Water Flow
27888,MATH.CHW.Loop Chilled Water Return Temp,MATH,CHW,Loop Chilled Water Return Temp
27889,MATH.CHW.Loop Chilled Water Return Temp Sp,MATH,CHW,Loop Chilled Water Return Temp Sp
27890,MATH.CHW.Loop Chilled Water Supply Temp,MATH,CHW,Loop Chilled Water Supply Temp
27891,MATH.CHW.Loop Chilled Water Supply Temp Sp,MATH,CHW,Loop Chilled Water Supply Temp Sp
27892,MATH.CHW.LOOPMATHDP,MATH,CHW,LOOPMATHDP
27893,MATH.CHW.Outside Air Temp,MATH,CHW,Outside Air Temp
28527,MEYR.CHW.Building Chilled Water Flow,MEYR,CHW,Building Chilled Water Flow
28528,MEYR.CHW.Building Chilled Water Supply Temp,MEYR,CHW,Building Chilled Water Supply Temp
28529,MEYR.CHW.Building Chilled Water Supply Temp Sp,MEYR,CHW,Building Chilled Water Supply Temp Sp
28534,MEYR.CHW.Lab Chilled Water Return Temp,MEYR,CHW,Lab Chilled Water Return Temp
28536,MEYR.CHW.Loop Chilled Water Flow,MEYR,CHW,Loop Chilled Water Flow
28537,MEYR.CHW.Loop Chilled Water Return Temp,MEYR,CHW,Loop Chilled Water Return Temp
28538,MEYR.CHW.Loop Chilled Water Supply Temp,MEYR,CHW,Loop Chilled Water Supply Temp
28539,MEYR.CHW.Office Chilled Water Return Temp,MEYR,CHW,Office Chilled Water Return Temp
30518,MIWF.CHW.1ST STAGE,MIWF,CHW,1ST STAGE
30519,MIWF.CHW.2ND STAGE,MIWF,CHW,2ND STAGE
30520,MIWF.CHW.2PUMPREQ,MIWF,CHW,2PUMPREQ
30521,MIWF.CHW.3RD STAGE,MIWF,CHW,3RD STAGE
30522,MIWF.CHW.BCHWDT,MIWF,CHW,BCHWDT
30523,MIWF.CHW.BCHWSO,MIWF,CHW,BCHWSO
30524,MIWF.CHW.BLDGDP,MIWF,CHW,BLDGDP
30525,MIWF.CHW.BLDGDPO,MIWF,CHW,BLDGDPO
30526,MIWF.CHW.BLDGDPS,MIWF,CHW,BLDGDPS
30527,MIWF.CHW.BRIDGE,MIWF,CHW,BRIDGE
30528,MIWF.CHW.BRIDGEO,MIWF,CHW,BRIDGEO
30529,MIWF.CHW.BTONS,MIWF,CHW,BTONS
30530,MIWF.CHW.BTU1_DELTA TEMP,MIWF,CHW,BTU1_DELTA TEMP
30531,MIWF.CHW.BTU1_ENERGY RATE,MIWF,CHW,BTU1_ENERGY RATE
30532,MIWF.CHW.BTU1_VOLUME RATE,MIWF,CHW,BTU1_VOLUME RATE
30533,MIWF.CHW.Building Chilled Water Flow,MIWF,CHW,Building Chilled Water Flow
30534,MIWF.CHW.Building Chilled Water Return Temp,MIWF,CHW,Building Chilled Water Return Temp
30535,MIWF.CHW.Building Chilled Water Supply Temp,MIWF,CHW,Building Chilled Water Supply Temp
30536,MIWF.CHW.Building Chilled Water Supply Temp Sp,MIWF,CHW,Building Chilled Water Supply Temp Sp
30537,MIWF.CHW.CAMPUSDP,MIWF,CHW,CAMPUSDP
30538,MIWF.CHW.CCHWRP,MIWF,CHW,CCHWRP
30539,MIWF.CHW.CCHWSP,MIWF,CHW,CCHWSP
30540,MIWF.CHW.CCO,MIWF,CHW,CCO
30541,MIWF.CHW.CCO OPEN ENABLE,MIWF,CHW,CCO OPEN ENABLE
30549,MIWF.CHW.CHWPB1_DRIVE KWH,MIWF,CHW,CHWPB1_DRIVE KWH
30550,MIWF.CHW.CHWPB1_FREQ OUTPUT,MIWF,CHW,CHWPB1_FREQ OUTPUT
30551,MIWF.CHW.CHWPB1_POWER,MIWF,CHW,CHWPB1_POWER
30552,MIWF.CHW.CHWPB2_DRIVE KWH,MIWF,CHW,CHWPB2_DRIVE KWH
30553,MIWF.CHW.CHWPB2_FREQ OUTPUT,MIWF,CHW,CHWPB2_FREQ OUTPUT
30554,MIWF.CHW.CHWPB2_POWER,MIWF,CHW,CHWPB2_POWER
30555,MIWF.CHW.CHWPB3_DRIVE KWH,MIWF,CHW,CHWPB3_DRIVE KWH
30556,MIWF.CHW.CHWPB3_FREQ OUTPUT,MIWF,CHW,CHWPB3_FREQ OUTPUT
30557,MIWF.CHW.CHWPB3_POWER,MIWF,CHW,CHWPB3_POWER
30558,MIWF.CHW.ECONOMIZER,MIWF,CHW,ECONOMIZER
30559,MIWF.CHW.ECONOMIZERO,MIWF,CHW,ECONOMIZERO
30560,MIWF.CHW.ENABLE,MIWF,CHW,ENABLE
30561,MIWF.CHW.EOLDP,MIWF,CHW,EOLDP
30562,MIWF.CHW.EOLDPO,MIWF,CHW,EOLDPO
30563,MIWF.CHW.EOLDPS,MIWF,CHW,EOLDPS
30564,MIWF.CHW.OA ENABLE,MIWF,CHW,OA ENABLE
30565,MIWF.CHW.Outside Air Temp,MIWF,CHW,Outside Air Temp
30566,MIWF.CHW.Outside Air Temp BLDG,MIWF,CHW,Outside Air Temp BLDG
30567,MIWF.CHW.PUMPENABLE,MIWF,CHW,PUMPENABLE
31350,MRAK.CHW.BRIDGE,MRAK,CHW,BRIDGE
31351,MRAK.CHW.Building Chilled Water Flow,MRAK,CHW,Building Chilled Water Flow
31352,MRAK.CHW.Building Chilled Water Return Temp,MRAK,CHW,Building Chilled Water Return Temp
31353,MRAK.CHW.Building Chilled Water Supply Temp,MRAK,CHW,Building Chilled Water Supply Temp
31354,MRAK.CHW.Building Chilled Water Supply Temp Sp,MRAK,CHW,Building Chilled Water Supply Temp Sp
31355,MRAK.CHW.Call,MRAK,CHW,Call
31356,MRAK.CHW.ECONO DP,MRAK,CHW,ECONO DP
31357,MRAK.CHW.ECONOMIZER,MRAK,CHW,ECONOMIZER
31358,MRAK.CHW.ENABLE,MRAK,CHW,ENABLE
31360,MRAK.CHW.EOLDP SP,MRAK,CHW,EOLDP SP
31361,MRAK.CHW.Loop Chilled Water Flow,MRAK,CHW,Loop Chilled Water Flow
31362,MRAK.CHW.Loop Chilled Water Return Temp,MRAK,CHW,Loop Chilled Water Return Temp
31363,MRAK.CHW.Loop Chilled Water Return Temp Sp,MRAK,CHW,Loop Chilled Water Return Temp Sp
31364,MRAK.CHW.Loop Chilled Water Supply Temp,MRAK,CHW,Loop Chilled Water Supply Temp
31365,MRAK.CHW.Loop Chilled Water Supply Temp Sp,MRAK,CHW,Loop Chilled Water Supply Temp Sp
31367,MRAK.CHW.OA ENABLE,MRAK,CHW,OA ENABLE
31368,MRAK.CHW.Outside Air Temp,MRAK,CHW,Outside Air Temp
31369,MRAK.CHW.Pump1_SPEED,MRAK,CHW,Pump1_SPEED
31370,MRAK.CHW.Pump1_Start/Stop,MRAK,CHW,Pump1_Start/Stop
31371,MRAK.CHW.Pump2_SPEED,MRAK,CHW,Pump2_SPEED
31372,MRAK.CHW.Pump2_Start/Stop,MRAK,CHW,Pump2_Start/Stop
31496,MSB.CHW.ALARM ENABLE,MSB,CHW,ALARM ENABLE
31497,MSB.CHW.Building Chilled Water Flow,MSB,CHW,Building Chilled Water Flow
31498,MSB.CHW.Building Chilled Water Return Temp,MSB,CHW,Building Chilled Water Return Temp
31499,MSB.CHW.Building Chilled Water Supply Temp,MSB,CHW,Building Chilled Water Supply Temp
31500,MSB.CHW.Building Chilled Water Supply Temp Sp,MSB,CHW,Building Chilled Water Supply Temp Sp
31501,MSB.CHW.CHWP1,MSB,CHW,CHWP1
31502,MSB.CHW.ECONOMIZER,MSB,CHW,ECONOMIZER
31503,MSB.CHW.Loop Chilled Water Flow,MSB,CHW,Loop Chilled Water Flow
31504,MSB.CHW.Loop Chilled Water Return Temp,MSB,CHW,Loop Chilled Water Return Temp
31505,MSB.CHW.Loop Chilled Water Supply Temp,MSB,CHW,Loop Chilled Water Supply Temp
31506,MSB.CHW.LOOPCHWRPSI,MSB,CHW,LOOPCHWRPSI
31507,MSB.CHW.LOOPCHWSPSI,MSB,CHW,LOOPCHWSPSI
31508,MSB.CHW.LOOPDP,MSB,CHW,LOOPDP
31581,MSC.CHW.Building Chilled Water Flow,MSC,CHW,Building Chilled Water Flow
31582,MSC.CHW.Building Chilled Water Return Temp,MSC,CHW,Building Chilled Water Return Temp
31583,MSC.CHW.Building Chilled Water Supply Temp,MSC,CHW,Building Chilled Water Supply Temp
31584,MSC.CHW.Building Chilled Water Supply Temp Sp,MSC,CHW,Building Chilled Water Supply Temp Sp
31585,MSC.CHW.BYPAStart/Stop,MSC,CHW,BYPAStart/Stop
31586,MSC.CHW.CHWP1,MSC,CHW,CHWP1
31587,MSC.CHW.ECONOMIZER,MSC,CHW,ECONOMIZER
31588,MSC.CHW.Loop Chilled Water Return Temp,MSC,CHW,Loop Chilled Water Return Temp
31589,MSC.CHW.Loop Chilled Water Supply Temp,MSC,CHW,Loop Chilled Water Supply Temp
31590,MSC.CHW.Outside Air Temp,MSC,CHW,Outside Air Temp
31875,MU.CHW.BTONS,MU,CHW,BTONS
31876,MU.CHW.Building Chilled Water Flow,MU,CHW,Building Chilled Water Flow
31877,MU.CHW.Building Chilled Water Return Temp,MU,CHW,Building Chilled Water Return Temp
31878,MU.CHW.Building Chilled Water Supply Temp,MU,CHW,Building Chilled Water Supply Temp
31879,MU.CHW.Building Chilled Water Supply Temp Sp,MU,CHW,Building Chilled Water Supply Temp Sp
31880,MU.CHW.Pump1_SPEED,MU,CHW,Pump1_SPEED
31881,MU.CHW.Pump1_Start/Stop,MU,CHW,Pump1_Start/Stop
31882,MU.CHW.ECONOMIZER,MU,CHW,ECONOMIZER
31883,MU.CHW.ENABLE,MU,CHW,ENABLE
31884,MU.CHW.EOLDP1,MU,CHW,EOLDP1
31885,MU.CHW.Loop Chilled Water Flow,MU,CHW,Loop Chilled Water Flow
31886,MU.CHW.Loop Chilled Water Return Temp,MU,CHW,Loop Chilled Water Return Temp
31887,MU.CHW.Loop Chilled Water Supply Temp,MU,CHW,Loop Chilled Water Supply Temp
31888,MU.CHW.OA ENABLE,MU,CHW,OA ENABLE
31889,MU.CHW.Outside Air Temp Virt,MU,CHW,Outside Air Temp Virt
31890,MU.CHW.TONS,MU,CHW,TONS
32161,MUBS.CHW.BRIDGE,MUBS,CHW,BRIDGE
32162,MUBS.CHW.BTONS,MUBS,CHW,BTONS
32163,MUBS.CHW.Building Chilled Water Flow,MUBS,CHW,Building Chilled Water Flow
32164,MUBS.CHW.Building Chilled Water Return Temp,MUBS,CHW,Building Chilled Water Return Temp
32165,MUBS.CHW.Building Chilled Water Supply Temp,MUBS,CHW,Building Chilled Water Supply Temp
32166,MUBS.CHW.Building Chilled Water Supply Temp Sp,MUBS,CHW,Building Chilled Water Supply Temp Sp
32167,MUBS.CHW.ECONOMIZER,MUBS,CHW,ECONOMIZER
32168,MUBS.CHW.ENABLE,MUBS,CHW,ENABLE
32169,MUBS.CHW.Loop Chilled Water Flow,MUBS,CHW,Loop Chilled Water Flow
32170,MUBS.CHW.Loop Chilled Water Return Temp,MUBS,CHW,Loop Chilled Water Return Temp
32171,MUBS.CHW.Loop Chilled Water Return Temp Sp,MUBS,CHW,Loop Chilled Water Return Temp Sp
32172,MUBS.CHW.Loop Chilled Water Supply Temp,MUBS,CHW,Loop Chilled Water Supply Temp
32173,MUBS.CHW.Loop Chilled Water Supply Temp Sp,MUBS,CHW,Loop Chilled Water Supply Temp Sp
32174,MUBS.CHW.LOOP DP,MUBS,CHW,LOOP DP
32175,MUBS.CHW.OA ENABLE,MUBS,CHW,OA ENABLE
32176,MUBS.CHW.Outside Air Temp,MUBS,CHW,Outside Air Temp
32177,MUBS.CHW.Pump1_Start/Stop,MUBS,CHW,Pump1_Start/Stop
32178,MUBS.CHW.Pump2_Start/Stop,MUBS,CHW,Pump2_Start/Stop
32179,MUBS.CHW.TONS,MUBS,CHW,TONS
32230,MUSIC.CHW.BLDGDP,MUSIC,CHW,BLDGDP
32231,MUSIC.CHW.Pump1_SPEED,MUSIC,CHW,Pump1_SPEED
32232,MUSIC.CHW.Pump1_Start/Stop,MUSIC,CHW,Pump1_Start/Stop
32233,MUSIC.CHW.EOLDP SP,MUSIC,CHW,EOLDP SP
32401,N1515.CHW.CHILLER ENABLE,N1515,CHW,CHILLER ENABLE
32403,N1515.CHW.Pump2_SPEED,N1515,CHW,Pump2_SPEED
32404,N1515.CHW.Pump2_Start/Stop,N1515,CHW,Pump2_Start/Stop
32405,N1515.CHW.Pump2_STATUS,N1515,CHW,Pump2_STATUS
32406,N1515.CHW.Pump2_VFD_FREQ OUTPUT,N1515,CHW,Pump2_VFD_FREQ OUTPUT
32407,N1515.CHW.Pump2_VFD_PCT OUTPUT,N1515,CHW,Pump2_VFD_PCT OUTPUT
32408,N1515.CHW.Pump2_VFD_POWER,N1515,CHW,Pump2_VFD_POWER
32409,N1515.CHW.Pump2_VFD_SPEED,N1515,CHW,Pump2_VFD_SPEED
32410,N1515.CHW.CHWR,N1515,CHW,CHWR
32411,N1515.CHW.CHWS,N1515,CHW,CHWS
32412,N1515.CHW.ENABLE,N1515,CHW,ENABLE
32413,N1515.CHW.MAX CCO,N1515,CHW,MAX CCO
32414,N1515.CHW.Outside Air Temp,N1515,CHW,Outside Air Temp
32686,NORTH.CHW.ECONOMIZER,NORTH,CHW,ECONOMIZER
33658,OLS.CHW.Building Chilled Water Flow,OLS,CHW,Building Chilled Water Flow
33659,OLS.CHW.Building Chilled Water Return Temp,OLS,CHW,Building Chilled Water Return Temp
33660,OLS.CHW.Building Chilled Water Supply Temp,OLS,CHW,Building Chilled Water Supply Temp
33661,OLS.CHW.Call4CLG,OLS,CHW,Call4CLG
33664,OLS.CHW.Pump1_Start/Stop,OLS,CHW,Pump1_Start/Stop
33665,OLS.CHW.CHWP1_FREQ OUTPUT,OLS,CHW,CHWP1_FREQ OUTPUT
33666,OLS.CHW.CHWP1_PCT OUTPUT,OLS,CHW,CHWP1_PCT OUTPUT
33667,OLS.CHW.CHWP1_POWER,OLS,CHW,CHWP1_POWER
33668,OLS.CHW.CHWP1_SPEED,OLS,CHW,CHWP1_SPEED
33669,OLS.CHW.Pump2_Start/Stop,OLS,CHW,Pump2_Start/Stop
33670,OLS.CHW.CHWP2_FREQ OUTPUT,OLS,CHW,CHWP2_FREQ OUTPUT
33671,OLS.CHW.CHWP2_PCT OUTPUT,OLS,CHW,CHWP2_PCT OUTPUT
33672,OLS.CHW.CHWP2_POWER,OLS,CHW,CHWP2_POWER
33673,OLS.CHW.CHWP2_SPEED,OLS,CHW,CHWP2_SPEED
33674,OLS.CHW.Pump3_Start/Stop,OLS,CHW,Pump3_Start/Stop
33675,OLS.CHW.CHWP3_FREQ OUTPUT,OLS,CHW,CHWP3_FREQ OUTPUT
33676,OLS.CHW.CHWP3_PCT OUTPUT,OLS,CHW,CHWP3_PCT OUTPUT
33677,OLS.CHW.CHWP3_POWER,OLS,CHW,CHWP3_POWER
